SIRET;Nom du compte;Site Scrapping;DNS;Mail Server1;Mail Server2;Mail Server3;Mail Server4;Mail Server5;Mail Server6;Mail Server7;Mail Server8;Mail Server9
21440129100015;MAIRIE;pontchateau.fr;NON DEFINI;mx01.cloud.vadesecure.com (priorité 0);mx03.cloud.vadesecure.com (priorité 0);mx02.cloud.vadesecure.com (priorité 0);mx04.cloud.vadesecure.com (priorité 0);;;;;
21440135800020;CAMPING DU CLEIN;labaule-guerande.com;OUI;labauleguerande-com01i.mail.protection.outlook.com (priorité 10);;;;;;;;
21440135800038;TENNIS MUNICIPAUX;aucun site;aucun site;;;;;;;;;
21440135800087;ECOLE MATERNELLE VICTOR HUGO;aucun site;aucun site;;;;;;;;;
21440135800137;MAIRIE;lepouliguen.fr;NON DEFINI;fb.mail.gandi.net (priorité 50);spool.mail.gandi.net (priorité 10);;;;;;;
21440169700054;MAIRIE;saintjuliendeconcelles.fr;OUI;saintjuliendeconcelles-fr.mail.protection.outlook.com (priorité 1);;;;;;;;
21440169700096;ECOLE MATERNELLE LE LYS DE LA VALLEE;st-julien-de-concelles.fr;NON DEFINI;mail.mymail.eu.com (priorité 10);;;;;;;;
21440182000011;MAIRIE;stmichelchefchef.fr;OUI;stmichelchefchef-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
21440186100130;ECOLE MATERNELLE MAURICE PIGEON;aucun site;aucun site;;;;;;;;;
21440194500057;MAIRIE;sautron.fr;NON DEFINI;mx02.mailinblack.com (priorité 5);mx02b.mailinblack.com (priorité 100);;;;;;;
21440198600036;ECOLE PUBLIQUE;aucun site;aucun site;;;;;;;;;
21440198600051;ECOLE PUBLIQUE LE CLOS DU MOULIN;aucun site;aucun site;;;;;;;;;
21440201800029;ECOLE PUBLIQUE ELEMENTAIRE RENE DESCARTES;aucun site;aucun site;;;;;;;;;
21440201800060;COMMUNE DE SUCE SUR ERDRE (COMMUNE);aucun site;aucun site;;;;;;;;;
21440204200110;CASSIOPAE Real Estate;aucun site;aucun site;;;;;;;;;
21440212500022;ECOLE MATERNELLE PAUL ELUARD;aucun site;aucun site;;;;;;;;;
21440212500030;ECOLE ELEMENTAIRE PAUL ELUARD;aucun site;aucun site;;;;;;;;;
21440212500105;HOTEL DE VILLE;vallet.fr;NON DEFINI;webmail.cc-sevreloire.fr (priorité 10);;;;;;;;
24440050300284;COMMUNAUTE DE COMMUNES D'ERDRE ET GESVRES;aucun site;aucun site;;;;;;;;;
24440058600305;QUAI VERT;quai-vert.com;NON DEFINI;mx3.mail.ovh.net (priorité 100);mx2.mail.ovh.net (priorité 5);mx1.mail.ovh.net (priorité 1);;;;;;
25440202700018;ORCHESTRE NATIONAL DES PAYS DE LA LOIRE (O.N.P.L);onpl.fr;OUI;onpl-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
26440021900012;EHPAD ISAC DE ROHAN (RESIDENCE BLEU OCEAN);ehpad-blain-isacderohan.fr;NON DEFINI;mail.ae2agence.com (priorité 10);;;;;;;;
28440002500011;CENTRE DE GESTION DE LA FONCTION PUBLIQUE TERRITOR;cdg44.fr;NON DEFINI;smtp-protect.alinto.net (priorité 5);portail.cdg44.fr (priorité 10);;;;;;;
30285817000012;LYCEE DES METIERS SAINTE ANNE;lyceesainteanne.fr;NON DEFINI;mx4.mail.ovh.net (priorité 1);mx3.mail.ovh.net (priorité 10);;;;;;;
30478759100052;GROUPE SCOLAIRE SAINTE THERESE SAINT GOHARD ET ND;aucun site;aucun site;;;;;;;;;
30575579500161;AMBULANCE GUILLOU AILLERIE;aucun site;aucun site;;;;;;;;;
30986814900829;AGC CE . GE . CO;aucun site;aucun site;;;;;;;;;
31049995900248;AXA ASSURCREDIT;aucun site;aucun site;;;;;;;;;
31050493100018;ECOLE MATERNELLE SAINTE JEANNE D'ARC;ec-erdre.fr;OUI;ecerdre-fr0e.mail.protection.outlook.com (priorité 0);;;;;;;;
31152190000036;LYCEE PRIVE LA MENNAIS;lamennais-guerande.net;OUI;202e1cd550c3bb414ec296027bed6f.mail.outlook.com (priorité 1);;;;;;;;
31228513300228;LINDAB FRANCE;aucun site;aucun site;;;;;;;;;
31938072100294;ASARTIS;aucun site;aucun site;;;;;;;;;
31938072100328;ASARTIS;asartis.com;OUI;asartis-com.mail.protection.outlook.com (priorité 0);;;;;;;;
32139344900251;CLASS CROUTE;classcroute.com;OUI;classcroute-com.mail.protection.outlook.com (priorité 1);;;;;;;;
32331594500010;LYCEE PRIVE NOTRE-DAME D'ESPERANCE;lycee-notredame.fr;OUI;lyceenotredame-fr01c.mail.protection.outlook.com (priorité 10);;;;;;;;
32662082000315;RENAULT TRUCKS KERTRUCKS PAYS DE LOIRE CONCESSIONN;aucun site;aucun site;;;;;;;;;
32873224300097;CAVABAT ASSOCIATION TRAJET (CENTRE ADAPTATION A LA;aucun site;aucun site;;;;;;;;;
32969233900016;ENSEMBLE SCOLAIRE GABRIEL DESHAYES;gabriel-deshayes.org;NON DEFINI;mx1.mail.ovh.net (priorité 1);mx2.mail.ovh.net (priorité 5);mx3.mail.ovh.net (priorité 100);;;;;;
33405590200046;CFA CREATION ET INNOVATION INDUSTRIELLE;aucun site;aucun site;;;;;;;;;
33533914900015;SOCIETE S.E.R.E.T;aucun site;aucun site;;;;;;;;;
34005176200268;ZOLPAN;zolpan.fr;OUI;zolpan-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
34228885900669;EXPERT & FINANCE;aucun site;aucun site;;;;;;;;;
34241899300065;HYDROKIT SERVICES CAMPBON;hydrokit.com;OUI;hydrokit-com.mail.protection.outlook.com (priorité 0);;;;;;;;
34414895200353;FAC HABITAT;aucun site;aucun site;;;;;;;;;
34497902600038;GUYADER ATLANTIQUE;aucun site;aucun site;;;;;;;;;
38054121900024;GROUPE F 2 E;aucun site;aucun site;;;;;;;;;
38412129900273;SQUARE HABITAT;squarehabitat.fr;OUI;squarehabitat-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
38412129900315;SQUARE HABITAT;squarehabitat.fr;OUI;squarehabitat-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
38909802100071;FERME DE LA CHAUFFETIERE;vyv3.fr;OUI;vyv3-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
38921264800130;OMR IMPRESSION;aucun site;aucun site;;;;;;;;;
38976539700234;GIRUS (SA);aucun site;aucun site;;;;;;;;;
39016543900170;E.C.F. CERCA;asso.fr;NON DEFINI;;;;;;;;;
39062695000104;TRSB E&D WYNIWYG;digiwin.fr;NON DEFINI;mail3.scanscope.net (priorité 20);mta01.scanscope.net (priorité 10);mail1.scanscope.net (priorité 40);mail2.scanscope.net (priorité 30);;;;;
40212503300058;VECTEUR PLUS;vecteurplus.com;OUI;vecteurplus-com.mail.protection.outlook.com (priorité 1);;;;;;;;
40986514400078;SAVOIE-METAL TOITURE;aucun site;aucun site;;;;;;;;;
42072056700049;IDRAC ASSOCIATION;ecoles-idrac.com;NON DEFINI;mxb-00934101.gslb.pphosted.com (priorité 10);mxa-00934101.gslb.pphosted.com (priorité 10);;;;;;;
42084724600212;IFAG;ifag.com;NON DEFINI;mxb-00934101.gslb.pphosted.com (priorité 10);mxa-00934101.gslb.pphosted.com (priorité 10);;;;;;;
42163317300099;ITS GROUP;itsgroup.com;NON DEFINI;smtp1.integra.fr (priorité 10);smtp2.integra.fr (priorité 10);;;;;;;
42328835600029;ATAO;atao-insertion.fr;OUI;ataoinsertion-fr01b.mail.protection.outlook.com (priorité 0);;;;;;;;
42866739800013;LYCEE PRIVE CHARLES PEGUY;aucun site;aucun site;;;;;;;;;
43389144700131;TREMCO ILLBRUCK (SAS);aucun site;aucun site;;;;;;;;;
43411981400011;MECHINAUD (SAS);mechinaud.fr;OUI;mechinaud-fr.mail.protection.outlook.com (priorité 5);;;;;;;;
43411981400029;MECHINAUD (EARL);aucun site;aucun site;;;;;;;;;
43505648600036;LOGEMENT ACCOMPAGNE LES MAHAUDIERES ADMR-ADES;aucun site;aucun site;;;;;;;;;
43505648600093;FOYER D'ACCUEIL ET D'HEBERGEMENT FARADOR ADMR-ADES;aucun site;aucun site;;;;;;;;;
43505648600168;FOYER D'ACCUEIL MEDICALISE MELAINE ADMR-ADES;admr44.org;OUI;admr44-org.mail.protection.outlook.com (priorité 1);;;;;;;;
43505648600184;FOYER DE VIE BONHEUR EIFFEL ADMR-ADES;aucun site;aucun site;;;;;;;;;
43505648600218;RESIDENCE ACCUEIL KER OCEANE ADMR;aucun site;aucun site;;;;;;;;;
43505648600242;FOYER D'ACCUEIL ET D'HEBERGEMENT MAISON BLEUE ADMR;aucun site;aucun site;;;;;;;;;
43505648600259;RESIDENCE ACCUEIL BOIS COLOMBES ADMR-ADES;aucun site;aucun site;;;;;;;;;
43505648600275;FOYER D'ACCUEIL ET D'HEBERGEMENT OASIS ADMR-ADES;aucun site;aucun site;;;;;;;;;
43505648600283;ACCUEIL DE JOUR LE MAILLON DES AGES ADMR-ADES;admr44.org;OUI;admr44-org.mail.protection.outlook.com (priorité 1);;;;;;;;
43505648600317;SAVS EQUINOXE ADMR-ADES;aucun site;aucun site;;;;;;;;;
43902420900082;CLEVER AGE;clever-age.com;NON DEFINI;ALT1.ASPMX.L.GOOGLE.com (priorité 5);ASPMX3.GOOGLEMAIL.com (priorité 10);ASPMX2.GOOGLEMAIL.com (priorité 10);ASPMX.L.GOOGLE.com (priorité 1);ALT2.ASPMX.L.GOOGLE.com (priorité 5);;;;
44139367500109;LES PETITS FRERES DES PAUVRES - AGE (ASSOCIATION);petitsfreresdespauvres.fr;OUI;petitsfreresdespauvres-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
44334922000709;LES REPUBLICAINS;aucun site;aucun site;;;;;;;;;
44411525700081;SOCIETE D'ETANCHEITE DE L'OUEST (SEO);aucun site;aucun site;;;;;;;;;
45125756200152;ADONIS;groupe-adonis.fr;NON DEFINI;mx3.mail.ovh.net (priorité 30);prepaconcours.net (priorité 4);mx0.mail.ovh.net (priorité 2);groupe-adonis.fr (priorité 6);ex4.mail.ovh.net (priorité 1);mx2.mail.ovh.net (priorité 20);mx1.mail.ovh.net (priorité 10);;
45147920800048;GE RENEWABLE ENERGY;ge.com;NON DEFINI;mxb-00176a02.gslb.pphosted.com (priorité 10);mx0b-00176a02.pphosted.com (priorité 20);mxa-00176a02.gslb.pphosted.com (priorité 10);mx0a-00176a02.pphosted.com (priorité 20);;;;;
47865038500014;CNIEG;cnieg.fr;OUI;cnieg-fr.mail.protection.outlook.com (priorité 10);;;;;;;;
49117758000025;CERFRANCE LOIRE-ATLANTIQUE;aucun site;aucun site;;;;;;;;;
49117758000074;CERFRANCE LOIRE-ATLANTIQUE;cerfrance44.fr;NON DEFINI;mx-mibc-fr-02.mailinblack.com (priorité 5);;;;;;;;
49117758000090;CERFRANCE LOIRE-ATLANTIQUE;cerfrance44.fr;NON DEFINI;mx-mibc-fr-02.mailinblack.com (priorité 5);;;;;;;;
49117758000132;CERFRANCE LOIRE-ATLANTIQUE;aucun site;aucun site;;;;;;;;;
49296720300034;LABEL BLEU;aucun site;aucun site;;;;;;;;;
50486839900065;LEYTON FRANCE;aucun site;aucun site;;;;;;;;;
51123605100443;S.F.S FRANCE;aucun site;aucun site;;;;;;;;;
51969891400040;IADVIZE;aucun site;aucun site;;;;;;;;;
52358589100030;DEFINOX SAS;definox.com;OUI;definox-com.mail.protection.outlook.com (priorité 0);;;;;;;;
54725061300361;FORMUL;aucun site;aucun site;;;;;;;;;
73201496400728;NEXITY AGENCE DE NANTES;aucun site;aucun site;;;;;;;;;
73655007000105;LESIEUR (SA);lesieur-sa.fr;NON DEFINI;mx2.mail.ovh.net (priorité 50);mx1.mail.ovh.net (priorité 5);mx0.mail.ovh.net (priorité 1);mx3.mail.ovh.net (priorité 100);;;;;
75180118400027;VOLOTEA (SA);aucun site;aucun site;;;;;;;;;
77560510800536;ADELIS EMPLOI ET FORMATION;aucun site;aucun site;;;;;;;;;
77560539700279;LES APSYADES;aucun site;aucun site;;;;;;;;;
77565231600172;ACO (AUTOMOBILE CLUB DE L'OUEST);lemans.org;OUI;lemans-org.mail.protection.outlook.com (priorité 0);;;;;;;;
77587839000027;INSTI. FRANCAIS VIGNE ET VIN;aucun site;aucun site;;;;;;;;;
77815061500442;CREDIT MARITIME ATLANTIQUE;banquepopulaire.fr;NON DEFINI;mail-in.protection.bpce-it.fr (priorité 10);;;;;;;;
78467114100397;QUALIBAT;qualibat.com;OUI;qualibat-com.mail.protection.outlook.com (priorité 0);;;;;;;;
78594797900080;ASSOCIATION AIDE FAMILIALE POPULAIRE (AAFP/CSF - L;aucun site;aucun site;;;;;;;;;
78596717500031;MAISON DE RETRAITE SAINT JOSEPH;mdac.fr;NON DEFINI;mx03.cloud.vadesecure.com (priorité 30);mx04.cloud.vadesecure.com (priorité 20);mx01.cloud.vadesecure.com (priorité 40);mx02.cloud.vadesecure.com (priorité 10);;;;;
78601491000024;GROUPE SCOLAIRE LA PERVERIE SACRE-COEUR;perverie.com;NON DEFINI;mx00.ionos.fr (priorité 10);mx01.ionos.fr (priorité 10);;;;;;;
78602173300039;ECOLE PRIMAIRE PRIVEE SAINT MICHEL;ecole-st-michel.net;OUI;ecolestmichel-net01cb.mail.protection.outlook.com (priorité 0);;;;;;;;
78602173300054;EXTERNAT DES ENFANTS NANTAIS;externat-chavagnes.com;OUI;externatchavagnes-com02b.mail.protection.outlook.com (priorité 1);;;;;;;;
78606946800076;C.A.T MARIE MOREAU (CENTRE D'AIDE PAR LE TRAVAIL);marie-moreau.fr;OUI;mariemoreau-fr01c.mail.protection.outlook.com (priorité 10);;;;;;;;
78607119100013;LYCEE SAINT LOUIS;lc-saint-louis.fr;NON DEFINI;mx01.ionos.fr (priorité 10);mx00.ionos.fr (priorité 10);;;;;;;
78607622400017;LYCEE PROFESSIONNEL LA BAUGERIE;la-joliverie.com;OUI;lajoliverie-com0e.mail.protection.outlook.com (priorité 0);;;;;;;;
78607841000028;ECOLE PRIMAIRE PRIVEE NOTRE-DAME;notredame-savenay.fr;OUI;notredamesavenay-fr02c.mail.protection.outlook.com (priorité 0);;;;;;;;
78608847600043;ECOLE SAINT MARTIN-SAINT JOSEPH;smsjvertou.fr;NON DEFINI;spool.mail.gandi.net (priorité 10);fb.mail.gandi.net (priorité 50);;;;;;;
78835412400075;UNION DEPARTEMENTALE DES ASSOCIATIONS FAMILIALES (;aucun site;aucun site;;;;;;;;;
78835412400091;UNION DEPARTEMENTALES DES ASSOCIATIONS FAMILIALES;udaf44.fr;NON DEFINI;mxb.ovh.net (priorité 100);mx1.ovh.net (priorité 1);mx2.ovh.net (priorité 5);;;;;;
79304269800704;THE KASE;aucun site;aucun site;;;;;;;;;
79326843400081;BRUEGGER'S NANTES COMMERCE;aucun site;aucun site;;;;;;;;;
79928325400222;TC CONCEPT;e-tcconcept.fr;NON DEFINI;mail.e-tcconcept.fr (priorité 10);;;;;;;;
80851880700025;ARTUS INTERIM SAINT NAZAIRE;artus-interim.com;NON DEFINI;alt1.aspmx.l.google.com (priorité 5);aspmx3.googlemail.com (priorité 10);aspmx.l.google.com (priorité 1);alt2.aspmx.l.google.com (priorité 5);aspmx2.googlemail.com (priorité 10);;;;
80880907300162;BIZZBEE;jules.com;OUI;jules-com.mail.protection.outlook.com (priorité 0);;;;;;;;
86780133400048;ATLANTIQUE HABITATIONS;atlantique-habitations.fr;OUI;atlantiquehabitations-fr02e.mail.protection.outlook.com (priorité 5);;;;;;;;
95650846900361;FATTON TRANSPORTS;fatton.com;NON DEFINI;mx04.cloud.vadesecure.com (priorité 10);mx02.cloud.vadesecure.com (priorité 10);mx01.cloud.vadesecure.com (priorité 10);mx03.cloud.vadesecure.com (priorité 10);;;;;
53140427500061;Boost Heat;boostheat-group.com;NON DEFINI;mx2.alwaysdata.com (priorité 20);boostheat.alwaysdata.net (priorité 5);mx1.alwaysdata.com (priorité 10);;;;;;
21490020100069;MAIRIE DE BEAUCOUZE;beaucouze.fr;OUI;beaucouze-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
30207798700105;PAULEKA;pauleka.com;OUI;pauleka-com.mail.protection.outlook.com (priorité 10);;;;;;;;
20006319600014;MAIRIE MONTVAL SUR LOIR - CHORUS;ville-chateauduloir.fr;NON DEFINI;mx1.ovh.net (priorité 1);mx2.ovh.net (priorité 5);mxb.ovh.net (priorité 100);;;;;;
52201029700037;Yélé Consulting;yele.fr;OUI;yele-fr.mail.protection.outlook.com (priorité 10);;;;;;;;
38138377700020;AMPM;ampm-meca.fr;NON DEFINI;mx1.mail.ovh.net (priorité 5);mx2.mail.ovh.net (priorité 50);ms63699047.msv1.invalid (priorité 32767);mx0.mail.ovh.net (priorité 1);mx3.mail.ovh.net (priorité 100);;;;
38979205200042;AGIR RECOUVREMENT;agir-recouvrement.com;OUI;agirrecouvrement-com01b.mail.protection.outlook.com (priorité 5);;;;;;;;
42882285200318;ETABLISSEMENT FRANCAIS DU SANG;aucun site;aucun site;;;;;;;;;
44006866600013;C.A.A. AGENCEMENT;caa-agencement.fr;OUI;caaagencement-fr0i.mail.protection.outlook.com (priorité 0);;;;;;;;
51903758410412;SNCF VOYAGEURS;sncf.com;NON DEFINI;mxa-00363202.gslb.pphosted.com (priorité 10);mxb-00363202.gslb.pphosted.com (priorité 10);;;;;;;
52536146500038;MARIE SURGELES;aucun site;aucun site;;;;;;;;;
52834729700012;DEVILLE AUTOMOTIVE SAFETY COMPONENTS SAS;aucun site;aucun site;;;;;;;;;
55203738400047;GPI CHOLET;aucun site;aucun site;;;;;;;;;
77560935700063;JOURNAL DU COURRIER DE L'OUEST;courrierdelouest.fr;NON DEFINI;de-smtp-inbound-1.mimecast.com (priorité 0);de-smtp-inbound-2.mimecast.com (priorité 0);;;;;;;
80393339900021;PCM MANUFACTURING FRANCE;aucun site;aucun site;;;;;;;;;
84388846200010;BODET TIME & SPORT;bodet-sport.com;NON DEFINI;;;;;;;;;
05420041500161;DUSOLIER-CALBERSON;aucun site;aucun site;;;;;;;;;
05520098400270;LARIVIERE;aucun site;aucun site;;;;;;;;;
05720093300042;IGRECA;igreca.com;OUI;igreca-com.mail.protection.outlook.com (priorité 0);;;;;;;;
05920092300015;GREGOIRE-BESSON;gregoire-besson.com;OUI;igreca-com.mail.protection.outlook.com (priorité 0);;;;;;;;
06020129000024;TETRA PAK PROCESSING EQUIPMENT SAS;aucun site;aucun site;;;;;;;;;
06120022600035;COMEC;aucun site;aucun site;;;;;;;;;
06120108300013;ATELIERS PERRAULT FRERES;ateliersperrault.com;OUI;ateliersperrault-com.mail.protection.outlook.com (priorité 0);;;;;;;;
06220022500019;L ABEILLE;l-abeille.fr;NON DEFINI;mx-01-eu-central-1.prod.hydra.sophos.com (priorité 10);mx-02-eu-central-1.prod.hydra.sophos.com (priorité 20);;;;;;;
06220100900057;LES LAVANDIERES;aucun site;aucun site;;;;;;;;;
06320027300025;COURANT SA;tpcourant.fr;NON DEFINI;mta-gw.infomaniak.ch (priorité 5);;;;;;;;
06320088500943;BAKER TILLY STREGO;bakertilly.fr;OUI;bakertilly-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
06420062900018;PALAMY STE;palamy.com;OUI;palamy-com.mail.protection.outlook.com (priorité 0);;;;;;;;
06520033900029;TRAVAUX PUBLICS DES PAYS DE LA LOIRE;aucun site;aucun site;;;;;;;;;
06520033900037;TRAVAUX PUBLICS DES PAYS DE LA LOIRE;tppl.fr;OUI;tppl-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
06620095700059;CEMADIS;coursesu.com;NON DEFINI;ALT3.ASPMX.L.GOOGLE.com (priorité 10);ALT2.ASPMX.L.GOOGLE.com (priorité 5);ALT1.ASPMX.L.GOOGLE.com (priorité 5);ALT4.ASPMX.L.GOOGLE.com (priorité 10);ASPMX.L.GOOGLE.com (priorité 1);;;;
06720054300030;RIPOCHE TRANSPORTS;groupe-jolival.com;NON DEFINI;;;;;;;;;
07020113200027;SEGRE DISTRIBUTION;aucun site;aucun site;;;;;;;;;
07020136300010;WARNER ELECTRIC EUROPE SAS;warnerelectric-eu.com;NON DEFINI;mxa-001a6b01.gslb.pphosted.com (priorité 10);mxb-001a6b01.gslb.pphosted.com (priorité 10);;;;;;;
07120159400042;LES VERGERS D'ANJOU;vergers-anjou.fr;NON DEFINI;mail.vergers-anjou.fr (priorité 0);;;;;;;;
07220035500021;SOCIETE DE PRODUCTION DE PORTES ET FERMETURES;sppf.fr;OUI;sppf-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
07220241900015;CAISSE REGIONALE DU CREDIT MUTUEL D'ANJOU;aucun site;aucun site;;;;;;;;;
13000548125066;POLE EMPLOI;francetravail.fr;NON DEFINI;smtp1.francetravail.fr (priorité 10);;;;;;;;
13001034100019;DIRECTION DEPARTEMENTALE TERRITOIRES MAINE-ET-LOIRE;aucun site;aucun site;;;;;;;;;
13001044000290;INSTITUT FRANCAIS DU CHEVAL ET DE L'EQUITATION;ifce.fr;NON DEFINI;mx03.cloud.vadesecure.com (priorité 10);mx02.cloud.vadesecure.com (priorité 10);mx04.cloud.vadesecure.com (priorité 10);mx01.cloud.vadesecure.com (priorité 10);;;;;
13001329500014;DIRECTION DEPARTEMENTALE FINANCES PUBLIQUES MAINE ET LOIRE;gouv.fr;NON DEFINI;;;;;;;;;
13001831000230;CENTRE D'ETUDES ET D'EXPERTISE SUR LES RISQUES L'ENVIRONNEMENT LA MOBILITE ET L'AMENAGEMENT;cerema.fr;NON DEFINI;relternet-02.developpement-durable.gouv.fr (priorité 5);ca.relternet-02.developpement-durable.gouv.fr (priorité 10);cs.relternet-02.developpement-durable.gouv.fr (priorité 10);ca.relternet-01.developpement-durable.gouv.fr (priorité 10);cs.relternet-01.developpement-durable.gouv.fr (priorité 10);relternet-01.developpement-durable.gouv.fr (priorité 5);;;
13002622200039;INSTITUT NATIONAL D'ENSEIGNEMENT SUPERIEUR POUR L'AGRICULTURE L'ALIMENTATION ET L'ENVIRONNEMENT;aucun site;aucun site;;;;;;;;;
17350120600226;DIRECTION INTERREGIONALE DES SERVICES PENITENTIAIRES RENNES - GRAND-OUEST;aucun site;aucun site;;;;;;;;;
17490111600056;COUR D'APPEL D'ANGERS;justice.fr;NON DEFINI;mx01.m24.pfai.din.gouv.fr (priorité 5);mx04.m24.pfai.din.gouv.fr (priorité 5);mx02.m24.pfai.din.gouv.fr (priorité 5);;;;;;
18003502402963;CAISSE NATIONALE DE L'ASSURANCE MALADIE;aucun site;aucun site;;;;;;;;;
18008928600041;GROUPE D ETUDES ET DE CONTROLE DES VARIETES ET DES SEMENCES;geves.fr;OUI;geves-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
18440128900121;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PAYS DE LA LOIRE;aucun site;aucun site;;;;;;;;;
18440128900139;CHAMBRE DE COMMERCE ET D INDUSTRIE DE REGION PAYS DE LA LOIRE;cci.fr;NON DEFINI;mx1.cci.fr (priorité 10);mx2.cci.fr (priorité 10);;;;;;;
19490001500018;LYCEE GENERAL DAVID D'ANGERS;e-lyco.fr;NON DEFINI;172.246.15.174 (priorité 10);;;;;;;;
19490002300012;LYCEE GENERAL & TECHNO JOACHIM DU BELLAY;e-lyco.fr;NON DEFINI;172.246.15.174 (priorité 10);;;;;;;;
19490018900011;LYCEE DES METIERS EUROPE ROBERT SCHUMAN;aucun site;aucun site;;;;;;;;;
19490054400017;LYCEE GENERAL TECHNO FERNAND RENAUDEAU;lycee-renaudeau.fr;NON DEFINI;mx3.mail.ovh.net (priorité 100);mx1.mail.ovh.net (priorité 1);mx2.mail.ovh.net (priorité 5);;;;;;
19490055100012;LYCEE POLYVALENT SADI CARNOT - JEAN BERTIN - LYCEE DES METIERS;lycee-carnot-bertin.fr;NON DEFINI;mx4.mail.ovh.net (priorité 1);mx3.mail.ovh.net (priorité 10);;;;;;;
19490946100015;LYCEE GEN TECHNOL AGRIC ANGERS LE FRESNE;lefresne-angers-segre.fr;NON DEFINI;mx4.mail.ovh.net (priorité 1);mx3.mail.ovh.net (priorité 10);;;;;;;
19490970100030;UNIVERSITE D'ANGERS;aucun site;aucun site;;;;;;;;;
19490970100113;UNIVERSITE D'ANGERS;aucun site;aucun site;;;;;;;;;
19490970100279;UNIVERSITE D'ANGERS;aucun site;aucun site;;;;;;;;;
19490970100287;UNIVERSITE D'ANGERS;aucun site;aucun site;;;;;;;;;
19491966800013;LYCEE GENERAL ET TECHNOLOGIQUE HENRI BERGSON;e-lyco.fr;NON DEFINI;172.246.15.174 (priorité 10);;;;;;;;
19492123500017;LYCEE POLYVALENT JEAN MOULIN;e-lyco.fr;NON DEFINI;172.246.15.174 (priorité 10);;;;;;;;
19753472000051;ECOLE NATIONALE SUPERIEURE D'ARTS ET METIERS (ENSAM);artsetmetiers.fr;NON DEFINI;mxc.relay.renater.fr (priorité 10);mxa.relay.renater.fr (priorité 10);mxb.relay.renater.fr (priorité 10);mxd.relay.renater.fr (priorité 10);;;;;
20003163100019;CENTRE INTERCOMMUNAL D'ACTION SOCIALE DU CHOLETAIS;aucun site;aucun site;;;;;;;;;
20005270200012;COMMUNE DE BAUGE-EN-ANJOU;aucun site;aucun site;;;;;;;;;
20005609100016;COMMUNE DE LONGUENEE-EN-ANJOU;aucun site;aucun site;;;;;;;;;
20005667900018;COMMUNE DE VERRIERES-EN-ANJOU;verrieresenanjou.fr;NON DEFINI;;;;;;;;;
20005887300015;COMMUNE DE MAZE-MILON;aucun site;aucun site;;;;;;;;;
20005889900010;COMMUNE DE BEAUFORT-EN-ANJOU;beaufortenanjou.fr;OUI;beaufortenanjou-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
20006001000010;MAUGES COMMUNAUTE;maugescommunaute.fr;NON DEFINI;mx-01-eu-central-1.prod.hydra.sophos.com (priorité 0);mx-02-eu-central-1.prod.hydra.sophos.com (priorité 5);;;;;;;
20006458200014;COMMUNE DE BRISSAC LOIRE AUBANCE;aucun site;aucun site;;;;;;;;;
20006522500019;COMMUNE DE DOUE-EN-ANJOU;aucun site;aucun site;;;;;;;;;
20006895500018;ANJOU LOIR ET SARTHE;ccals.fr;NON DEFINI;mx02.cloud.vadesecure.com (priorité 10);mx04.cloud.vadesecure.com (priorité 10);mx01.cloud.vadesecure.com (priorité 10);mx03.cloud.vadesecure.com (priorité 10);;;;;
20006947400019;COMMUNE DE OMBREE D'ANJOU;ombreedanjou.fr;OUI;ombreedanjou-fr.mail.protection.outlook.com (priorité 0);;;;;;;;
20007005000014;COMMUNE DE NOYANT-VILLAGES;aucun site;aucun site;;;;;;;;;
20007304700058;CENTRE HOSPITALIER ERDRE ET LOIRE;aucun site;aucun site;;;;;;;;;
20007554700014;COMMUNE DE GENNES-VAL-DE-LOIRE;aucun site;aucun site;;;;;;;;;
20008490300018;COMMUNE DE LES HAUTS-D'ANJOU;aucun site;aucun site;;;;;;;;;
21490035900016;COMMUNE DE BOUCHEMAINE;aucun site;aucun site;;;;;;;;;
21490214000018;COMMUNE DE MONTREUIL-JUIGNE;aucun site;aucun site;;;;;;;;;
21490267800017;COMMUNE DE SAINT-BARTHELEMY-D'ANJOU;ville-stbarth.fr;OUI;villestbarth-fr01c.mail.protection.outlook.com (priorité 1);;;;;;;;
24490001500045;COMMUNAUTE URBAINE ANGERS LOIRE METROPOLE;aucun site;aucun site;;;;;;;;;
24490088200097;CC BAUGEOIS VALLEE;baugeoisvallee.fr;NON DEFINI;mx01.cloud.vadesecure.com (priorité 10);mx02.cloud.vadesecure.com (priorité 10);mx04.cloud.vadesecure.com (priorité 10);mx03.cloud.vadesecure.com (priorité 10);;;;;
